state,date,total_cases,daily_cases,daily_cases_per_capita
Connecticut,2020-07-05,46504.00,0.00,0.00
Connecticut,2020-07-06,46748.00,244.00,6.84
Connecticut,2020-07-07,46805.00,57.00,1.60
Connecticut,2020-07-08,46880.00,75.00,2.10
Connecticut,2020-07-09,46982.00,102.00,2.86
Connecticut,2020-07-10,47057.00,75.00,2.10
Delaware,2020-01-23,0.00,0.00,0.00
Delaware,2020-01-24,0.00,0.00,0.00
Delaware,2020-01-25,0.00,0.00,0.00
Delaware,2020-01-26,0.00,0.00,0.00
Delaware,2020-01-27,0.00,0.00,0.00
Delaware,2020-01-28,0.00,0.00,0.00
Delaware,2020-01-29,0.00,0.00,0.00
Delaware,2020-01-30,0.00,0.00,0.00
Delaware,2020-01-31,0.00,0.00,0.00
Delaware,2020-02-01,0.00,0.00,0.00
Delaware,2020-02-02,0.00,0.00,0.00
Delaware,2020-02-03,0.00,0.00,0.00
Delaware,2020-02-04,0.00,0.00,0.00
Delaware,2020-02-05,0.00,0.00,0.00
Delaware,2020-02-06,0.00,0.00,0.00
Delaware,2020-02-07,0.00,0.00,0.00
Delaware,2020-02-08,0.00,0.00,0.00
Delaware,2020-02-09,0.00,0.00,0.00
Delaware,2020-02-10,0.00,0.00,0.00
Delaware,2020-02-11,0.00,0.00,0.00
Delaware,2020-02-12,0.00,0.00,0.00
Delaware,2020-02-13,0.00,0.00,0.00
Delaware,2020-02-14,0.00,0.00,0.00
Delaware,2020-02-15,0.00,0.00,0.00
Delaware,2020-02-16,0.00,0.00,0.00
Delaware,2020-02-17,0.00,0.00,0.00
Delaware,2020-02-18,0.00,0.00,0.00
Delaware,2020-02-19,0.00,0.00,0.00
Delaware,2020-02-20,0.00,0.00,0.00
Delaware,2020-02-21,0.00,0.00,0.00
Delaware,2020-02-22,0.00,0.00,0.00
Delaware,2020-02-23,0.00,0.00,0.00
Delaware,2020-02-24,0.00,0.00,0.00
Delaware,2020-02-25,0.00,0.00,0.00
Delaware,2020-02-26,0.00,0.00,0.00
Delaware,2020-02-27,0.00,0.00,0.00
Delaware,2020-02-28,0.00,0.00,0.00
Delaware,2020-02-29,0.00,0.00,0.00
Delaware,2020-03-01,0.00,0.00,0.00
Delaware,2020-03-02,0.00,0.00,0.00
Delaware,2020-03-03,0.00,0.00,0.00
Delaware,2020-03-04,0.00,0.00,0.00
Delaware,2020-03-05,0.00,0.00,0.00
Delaware,2020-03-06,0.00,0.00,0.00
Delaware,2020-03-07,0.00,0.00,0.00
Delaware,2020-03-08,0.00,0.00,0.00
Delaware,2020-03-09,0.00,0.00,0.00
Delaware,2020-03-10,0.00,0.00,0.00
Delaware,2020-03-11,0.00,0.00,0.00
Delaware,2020-03-12,4.00,4.00,0.41
Delaware,2020-03-13,4.00,0.00,0.00
Delaware,2020-03-14,6.00,2.00,0.21
Delaware,2020-03-15,7.00,1.00,0.10
Delaware,2020-03-16,8.00,1.00,0.10
Delaware,2020-03-17,17.00,9.00,0.92
Delaware,2020-03-18,26.00,9.00,0.92
Delaware,2020-03-19,30.00,4.00,0.41
Delaware,2020-03-20,39.00,9.00,0.92
Delaware,2020-03-21,45.00,6.00,0.62
Delaware,2020-03-22,56.00,11.00,1.13
Delaware,2020-03-23,87.00,31.00,3.18
Delaware,2020-03-24,104.00,17.00,1.75
Delaware,2020-03-25,119.00,15.00,1.54
Delaware,2020-03-26,119.00,0.00,0.00
Delaware,2020-03-27,165.00,46.00,4.72
Delaware,2020-03-28,214.00,49.00,5.03
Delaware,2020-03-29,232.00,18.00,1.85
Delaware,2020-03-30,264.00,32.00,3.29
Delaware,2020-03-31,319.00,55.00,5.65
Delaware,2020-04-01,368.00,49.00,5.03
Delaware,2020-04-02,393.00,25.00,2.57
Delaware,2020-04-03,450.00,57.00,5.85
Delaware,2020-04-04,593.00,143.00,14.69
Delaware,2020-04-05,673.00,80.00,8.22
Delaware,2020-04-06,783.00,110.00,11.30
Delaware,2020-04-07,928.00,145.00,14.89
Delaware,2020-04-08,1116.00,188.00,19.31
Delaware,2020-04-09,1209.00,93.00,9.55
Delaware,2020-04-10,1317.00,108.00,11.09
Delaware,2020-04-11,1466.00,149.00,15.30
Delaware,2020-04-12,1625.00,159.00,16.33
Delaware,2020-04-13,1758.00,133.00,13.66
Delaware,2020-04-14,1915.00,157.00,16.12
Delaware,2020-04-15,1997.00,82.00,8.42
Delaware,2020-04-16,2053.00,56.00,5.75
Delaware,2020-04-17,2295.00,242.00,24.85
Delaware,2020-04-18,2508.00,213.00,21.87
Delaware,2020-04-19,2508.00,0.00,0.00
Delaware,2020-04-20,2714.00,206.00,21.16
Delaware,2020-04-21,2901.00,187.00,19.20
Delaware,2020-04-22,3172.00,271.00,27.83
Delaware,2020-04-23,3305.00,133.00,13.66
Delaware,2020-04-24,3438.00,133.00,13.66
Delaware,2020-04-25,3573.00,135.00,13.86
Delaware,2020-04-26,4025.00,452.00,46.42
Delaware,2020-04-27,4151.00,126.00,12.94
Delaware,2020-04-28,4543.00,392.00,40.26
Delaware,2020-04-29,4629.00,86.00,8.83
Delaware,2020-04-30,4709.00,80.00,8.22
Delaware,2020-05-01,4894.00,185.00,19.00
Delaware,2020-05-02,5016.00,122.00,12.53
Delaware,2020-05-03,5185.00,169.00,17.36
Delaware,2020-05-04,5264.00,79.00,8.11
Delaware,2020-05-05,5346.00,82.00,8.42
Delaware,2020-05-06,5742.00,396.00,40.67
Delaware,2020-05-07,5909.00,167.00,17.15
Delaware,2020-05-08,6083.00,174.00,17.87
Delaware,2020-05-09,6250.00,167.00,17.15
Delaware,2020-05-10,6406.00,156.00,16.02
Delaware,2020-05-11,6525.00,119.00,12.22
Delaware,2020-05-12,6705.00,180.00,18.48
Delaware,2020-05-13,6916.00,211.00,21.67
Delaware,2020-05-14,7178.00,262.00,26.91
Delaware,2020-05-15,7330.00,152.00,15.61
Delaware,2020-05-16,7501.00,171.00,17.56
Delaware,2020-05-17,7618.00,117.00,12.02
Delaware,2020-05-18,7818.00,200.00,20.54
Delaware,2020-05-19,7987.00,169.00,17.36
Delaware,2020-05-20,8146.00,159.00,16.33
Delaware,2020-05-21,8340.00,194.00,19.92
Delaware,2020-05-22,8476.00,136.00,13.97
Delaware,2020-05-23,8637.00,161.00,16.53
Delaware,2020-05-24,8752.00,115.00,11.81
Delaware,2020-05-25,8910.00,158.00,16.23
Delaware,2020-05-26,9008.00,98.00,10.06
Delaware,2020-05-27,9042.00,34.00,3.49
Delaware,2020-05-28,9118.00,76.00,7.80
Delaware,2020-05-29,9185.00,67.00,6.88
Delaware,2020-05-30,9370.00,185.00,19.00
Delaware,2020-05-31,9447.00,77.00,7.91
Delaware,2020-06-01,9550.00,103.00,10.58
Delaware,2020-06-02,9632.00,82.00,8.42
Delaware,2020-06-03,9659.00,27.00,2.77
Delaware,2020-06-04,9693.00,34.00,3.49
Delaware,2020-06-05,9724.00,31.00,3.18
Delaware,2020-06-06,9833.00,109.00,11.19
Delaware,2020-06-07,9927.00,94.00,9.65
Delaware,2020-06-08,9961.00,34.00,3.49
Delaware,2020-06-09,10008.00,47.00,4.83
Delaware,2020-06-10,10042.00,34.00,3.49
Delaware,2020-06-11,10042.00,0.00,0.00
Delaware,2020-06-12,10157.00,115.00,11.81
Delaware,2020-06-13,10214.00,57.00,5.85
Delaware,2020-06-14,10250.00,36.00,3.70
Delaware,2020-06-15,10326.00,76.00,7.80
Delaware,2020-06-16,10387.00,61.00,6.26
Delaware,2020-06-17,10430.00,43.00,4.42
Delaware,2020-06-18,10485.00,55.00,5.65
Delaware,2020-06-19,10594.00,109.00,11.19
Delaware,2020-06-20,10662.00,68.00,6.98
Delaware,2020-06-21,10755.00,93.00,9.55
Delaware,2020-06-22,10803.00,48.00,4.93
Delaware,2020-06-23,10830.00,27.00,2.77
Delaware,2020-06-24,10867.00,37.00,3.80
Delaware,2020-06-25,10940.00,73.00,7.50
Delaware,2020-06-26,10994.00,54.00,5.55
Delaware,2020-06-27,11065.00,71.00,7.29
Delaware,2020-06-28,11196.00,131.00,13.45
Delaware,2020-06-29,11340.00,144.00,14.79
Delaware,2020-06-30,11437.00,97.00,9.96
Delaware,2020-07-01,11468.00,31.00,3.18
Delaware,2020-07-02,11678.00,210.00,21.57
Delaware,2020-07-03,11854.00,176.00,18.07
Delaware,2020-07-04,12047.00,193.00,19.82
Delaware,2020-07-05,12047.00,0.00,0.00
Delaware,2020-07-06,12202.00,155.00,15.92
Delaware,2020-07-07,12316.00,114.00,11.71
Delaware,2020-07-08,12361.00,45.00,4.62
Delaware,2020-07-09,12429.00,68.00,6.98
Delaware,2020-07-10,12548.00,119.00,12.22
District of Columbia,2020-01-23,0.00,0.00,0.00
District of Columbia,2020-01-24,0.00,0.00,0.00
District of Columbia,2020-01-25,0.00,0.00,0.00
District of Columbia,2020-01-26,0.00,0.00,0.00
District of Columbia,2020-01-27,0.00,0.00,0.00
District of Columbia,2020-01-28,0.00,0.00,0.00
District of Columbia,2020-01-29,0.00,0.00,0.00
District of Columbia,2020-01-30,0.00,0.00,0.00
District of Columbia,2020-01-31,0.00,0.00,0.00
District of Columbia,2020-02-01,0.00,0.00,0.00
District of Columbia,2020-02-02,0.00,0.00,0.00
District of Columbia,2020-02-03,0.00,0.00,0.00
District of Columbia,2020-02-04,0.00,0.00,0.00
District of Columbia,2020-02-05,0.00,0.00,0.00
District of Columbia,2020-02-06,0.00,0.00,0.00
District of Columbia,2020-02-07,0.00,0.00,0.00
District of Columbia,2020-02-08,0.00,0.00,0.00
District of Columbia,2020-02-09,0.00,0.00,0.00
District of Columbia,2020-02-10,0.00,0.00,0.00
District of Columbia,2020-02-11,0.00,0.00,0.00
District of Columbia,2020-02-12,0.00,0.00,0.00
District of Columbia,2020-02-13,0.00,0.00,0.00
District of Columbia,2020-02-14,0.00,0.00,0.00
District of Columbia,2020-02-15,0.00,0.00,0.00
District of Columbia,2020-02-16,0.00,0.00,0.00
District of Columbia,2020-02-17,0.00,0.00,0.00
District of Columbia,2020-02-18,0.00,0.00,0.00
District of Columbia,2020-02-19,0.00,0.00,0.00
District of Columbia,2020-02-20,0.00,0.00,0.00
District of Columbia,2020-02-21,0.00,0.00,0.00
District of Columbia,2020-02-22,0.00,0.00,0.00
District of Columbia,2020-02-23,0.00,0.00,0.00
District of Columbia,2020-02-24,0.00,0.00,0.00
District of Columbia,2020-02-25,0.00,0.00,0.00
District of Columbia,2020-02-26,0.00,0.00,0.00
District of Columbia,2020-02-27,0.00,0.00,0.00
District of Columbia,2020-02-28,0.00,0.00,0.00
District of Columbia,2020-02-29,0.00,0.00,0.00
District of Columbia,2020-03-01,0.00,0.00,0.00
District of Columbia,2020-03-02,0.00,0.00,0.00
District of Columbia,2020-03-03,0.00,0.00,0.00
District of Columbia,2020-03-04,0.00,0.00,0.00
District of Columbia,2020-03-05,0.00,0.00,0.00
District of Columbia,2020-03-06,0.00,0.00,0.00
District of Columbia,2020-03-07,0.00,0.00,0.00
District of Columbia,2020-03-08,2.00,2.00,0.28
District of Columbia,2020-03-09,4.00,2.00,0.28
District of Columbia,2020-03-10,4.00,0.00,0.00
District of Columbia,2020-03-11,10.00,6.00,0.85
District of Columbia,2020-03-12,10.00,0.00,0.00
District of Columbia,2020-03-13,10.00,0.00,0.00
District of Columbia,2020-03-14,16.00,6.00,0.85
District of Columbia,2020-03-15,17.00,1.00,0.14
District of Columbia,2020-03-16,22.00,5.00,0.71
District of Columbia,2020-03-17,31.00,9.00,1.28
District of Columbia,2020-03-18,39.00,8.00,1.13
District of Columbia,2020-03-19,71.00,32.00,4.53
District of Columbia,2020-03-20,77.00,6.00,0.85
District of Columbia,2020-03-21,98.00,21.00,2.98
District of Columbia,2020-03-22,116.00,18.00,2.55
District of Columbia,2020-03-23,137.00,21.00,2.98
District of Columbia,2020-03-24,183.00,46.00,6.52
District of Columbia,2020-03-25,231.00,48.00,6.80
District of Columbia,2020-03-26,267.00,36.00,5.10
District of Columbia,2020-03-27,304.00,37.00,5.24
District of Columbia,2020-03-28,342.00,38.00,5.38
District of Columbia,2020-03-29,401.00,59.00,8.36
District of Columbia,2020-03-30,495.00,94.00,13.32
District of Columbia,2020-03-31,586.00,91.00,12.89
District of Columbia,2020-04-01,586.00,0.00,0.00
District of Columbia,2020-04-02,653.00,67.00,9.49
District of Columbia,2020-04-03,757.00,104.00,14.74
District of Columbia,2020-04-04,902.00,145.00,20.55
District of Columbia,2020-04-05,998.00,96.00,13.60
District of Columbia,2020-04-06,1097.00,99.00,14.03
District of Columbia,2020-04-07,1211.00,114.00,16.15
District of Columbia,2020-04-08,1440.00,229.00,32.45
District of Columbia,2020-04-09,1523.00,83.00,11.76
District of Columbia,2020-04-10,1660.00,137.00,19.41
District of Columbia,2020-04-11,1778.00,118.00,16.72
District of Columbia,2020-04-12,1875.00,97.00,13.74
District of Columbia,2020-04-13,1875.00,0.00,0.00
District of Columbia,2020-04-14,2058.00,183.00,25.93
District of Columbia,2020-04-15,2197.00,139.00,19.70
District of Columbia,2020-04-16,2350.00,153.00,21.68
District of Columbia,2020-04-17,2476.00,126.00,17.85
District of Columbia,2020-04-18,2666.00,190.00,26.92
District of Columbia,2020-04-19,2793.00,127.00,18.00
District of Columbia,2020-04-20,2927.00,134.00,18.99
District of Columbia,2020-04-21,3098.00,171.00,24.23
District of Columbia,2020-04-22,3206.00,108.00,15.30
District of Columbia,2020-04-23,3361.00,155.00,21.96
District of Columbia,2020-04-24,3528.00,167.00,23.66
District of Columbia,2020-04-25,3699.00,171.00,24.23
District of Columbia,2020-04-26,3841.00,142.00,20.12
District of Columbia,2020-04-27,3892.00,51.00,7.23
District of Columbia,2020-04-28,3994.00,102.00,14.45
District of Columbia,2020-04-29,4106.00,112.00,15.87
District of Columbia,2020-04-30,4323.00,217.00,30.75
District of Columbia,2020-05-01,4658.00,335.00,47.47
District of Columbia,2020-05-02,4797.00,139.00,19.70
District of Columbia,2020-05-03,5016.00,219.00,31.03
District of Columbia,2020-05-04,5170.00,154.00,21.82
District of Columbia,2020-05-05,5322.00,152.00,21.54
District of Columbia,2020-05-06,5461.00,139.00,19.70
District of Columbia,2020-05-07,5654.00,193.00,27.35
District of Columbia,2020-05-08,5899.00,245.00,34.71
District of Columbia,2020-05-09,6102.00,203.00,28.76
District of Columbia,2020-05-10,6272.00,170.00,24.09
District of Columbia,2020-05-11,6389.00,117.00,16.58
District of Columbia,2020-05-12,6485.00,96.00,13.60
District of Columbia,2020-05-13,6584.00,99.00,14.03
District of Columbia,2020-05-14,6736.00,152.00,21.54
District of Columbia,2020-05-15,6871.00,135.00,19.13
District of Columbia,2020-05-16,7042.00,171.00,24.23
District of Columbia,2020-05-17,7123.00,81.00,11.48
District of Columbia,2020-05-18,7270.00,147.00,20.83
District of Columbia,2020-05-19,7434.00,164.00,23.24
District of Columbia,2020-05-20,7551.00,117.00,16.58
District of Columbia,2020-05-21,7788.00,237.00,33.58
District of Columbia,2020-05-22,7893.00,105.00,14.88
District of Columbia,2020-05-23,7966.00,73.00,10.34
District of Columbia,2020-05-24,8110.00,144.00,20.40
District of Columbia,2020-05-25,8225.00,115.00,16.29
District of Columbia,2020-05-26,8334.00,109.00,15.44
District of Columbia,2020-05-27,8406.00,72.00,10.20
District of Columbia,2020-05-28,8492.00,86.00,12.19
District of Columbia,2020-05-29,8538.00,46.00,6.52
District of Columbia,2020-05-30,8717.00,179.00,25.36
District of Columbia,2020-05-31,8801.00,84.00,11.90
District of Columbia,2020-06-01,8857.00,56.00,7.93
District of Columbia,2020-06-02,8886.00,29.00,4.11
District of Columbia,2020-06-03,9016.00,130.00,18.42
District of Columbia,2020-06-04,9120.00,104.00,14.74
District of Columbia,2020-06-05,9199.00,79.00,11.19
District of Columbia,2020-06-06,9269.00,70.00,9.92
District of Columbia,2020-06-07,9332.00,63.00,8.93
District of Columbia,2020-06-08,9389.00,57.00,8.08
District of Columbia,2020-06-09,9474.00,85.00,12.04
District of Columbia,2020-06-10,9537.00,63.00,8.93
District of Columbia,2020-06-11,9589.00,52.00,7.37
District of Columbia,2020-06-12,9654.00,65.00,9.21
District of Columbia,2020-06-13,9709.00,55.00,7.79
District of Columbia,2020-06-14,9767.00,58.00,8.22
District of Columbia,2020-06-15,9799.00,32.00,4.53
District of Columbia,2020-06-16,9818.00,19.00,2.69
District of Columbia,2020-06-17,9847.00,29.00,4.11
District of Columbia,2020-06-18,9903.00,56.00,7.93
District of Columbia,2020-06-19,9952.00,49.00,6.94
District of Columbia,2020-06-20,9984.00,32.00,4.53
District of Columbia,2020-06-21,10020.00,36.00,5.10
District of Columbia,2020-06-22,10058.00,38.00,5.38
District of Columbia,2020-06-23,10094.00,36.00,5.10
District of Columbia,2020-06-24,10128.00,34.00,4.82
District of Columbia,2020-06-25,10159.00,31.00,4.39
District of Columbia,2020-06-26,10185.00,26.00,3.68
District of Columbia,2020-06-27,10216.00,31.00,4.39
District of Columbia,2020-06-28,10248.00,32.00,4.53
District of Columbia,2020-06-29,10292.00,44.00,6.23
District of Columbia,2020-06-30,10327.00,35.00,4.96
District of Columbia,2020-07-01,10365.00,38.00,5.38
District of Columbia,2020-07-02,10390.00,25.00,3.54
District of Columbia,2020-07-03,10435.00,45.00,6.38
District of Columbia,2020-07-04,10447.00,12.00,1.70
District of Columbia,2020-07-05,10482.00,35.00,4.96
District of Columbia,2020-07-06,10515.00,33.00,4.68
District of Columbia,2020-07-07,10569.00,54.00,7.65
District of Columbia,2020-07-08,10642.00,73.00,10.34
District of Columbia,2020-07-09,10743.00,101.00,14.31
District of Columbia,2020-07-10,10801.00,58.00,8.22
Florida,2020-01-23,0.00,0.00,0.00
Florida,2020-01-24,0.00,0.00,0.00
Florida,2020-01-25,0.00,0.00,0.00
Florida,2020-01-26,0.00,0.00,0.00
Florida,2020-01-27,0.00,0.00,0.00
Florida,2020-01-28,0.00,0.00,0.00
Florida,2020-01-29,0.00,0.00,0.00
Florida,2020-01-30,0.00,0.00,0.00
Florida,2020-01-31,0.00,0.00,0.00
Florida,2020-02-01,0.00,0.00,0.00
Florida,2020-02-02,0.00,0.00,0.00
Florida,2020-02-03,0.00,0.00,0.00
Florida,2020-02-04,0.00,0.00,0.00
Florida,2020-02-05,0.00,0.00,0.00
Florida,2020-02-06,0.00,0.00,0.00
Florida,2020-02-07,0.00,0.00,0.00
Florida,2020-02-08,0.00,0.00,0.00
Florida,2020-02-09,0.00,0.00,0.00
Florida,2020-02-10,0.00,0.00,0.00
Florida,2020-02-11,0.00,0.00,0.00
Florida,2020-02-12,0.00,0.00,0.00
Florida,2020-02-13,0.00,0.00,0.00
Florida,2020-02-14,0.00,0.00,0.00
Florida,2020-02-15,0.00,0.00,0.00
Florida,2020-02-16,0.00,0.00,0.00
Florida,2020-02-17,0.00,0.00,0.00
Florida,2020-02-18,0.00,0.00,0.00
Florida,2020-02-19,0.00,0.00,0.00
Florida,2020-02-20,0.00,0.00,0.00
Florida,2020-02-21,0.00,0.00,0.00
Florida,2020-02-22,0.00,0.00,0.00
Florida,2020-02-23,0.00,0.00,0.00
Florida,2020-02-24,0.00,0.00,0.00
Florida,2020-02-25,0.00,0.00,0.00
Florida,2020-02-26,0.00,0.00,0.00
Florida,2020-02-27,0.00,0.00,0.00
Florida,2020-02-28,0.00,0.00,0.00
Florida,2020-02-29,0.00,0.00,0.00
Florida,2020-03-01,0.00,0.00,0.00
Florida,2020-03-02,1.00,1.00,0.00
Florida,2020-03-03,1.00,0.00,0.00
Florida,2020-03-04,1.00,0.00,0.00
Florida,2020-03-05,2.00,1.00,0.00
Florida,2020-03-06,2.00,0.00,0.00
Florida,2020-03-07,6.00,4.00,0.02
Florida,2020-03-08,9.00,3.00,0.01
Florida,2020-03-09,14.00,5.00,0.02
Florida,2020-03-10,25.00,11.00,0.05
Florida,2020-03-11,31.00,6.00,0.03
Florida,2020-03-12,41.00,10.00,0.05
Florida,2020-03-13,64.00,23.00,0.11
Florida,2020-03-14,96.00,32.00,0.15
Florida,2020-03-15,100.00,4.00,0.02
Florida,2020-03-16,138.00,38.00,0.18
Florida,2020-03-17,211.00,73.00,0.34
Florida,2020-03-18,328.00,117.00,0.54
Florida,2020-03-19,429.00,101.00,0.47
Florida,2020-03-20,649.00,220.00,1.02
Florida,2020-03-21,761.00,112.00,0.52
Florida,2020-03-22,1004.00,243.00,1.13
Florida,2020-03-23,1227.00,223.00,1.04
Florida,2020-03-24,1412.00,185.00,0.86
Florida,2020-03-25,1975.00,563.00,2.62
Florida,2020-03-26,2458.00,483.00,2.25
Florida,2020-03-27,3198.00,740.00,3.45
Florida,2020-03-28,4038.00,840.00,3.91
Florida,2020-03-29,4947.00,909.00,4.23
Florida,2020-03-30,5702.00,755.00,3.52
Florida,2020-03-31,6739.00,1037.00,4.83
Florida,2020-04-01,7556.00,817.00,3.80
Florida,2020-04-02,8999.00,1443.00,6.72
Florida,2020-04-03,10258.00,1259.00,5.86
Florida,2020-04-04,11534.00,1276.00,5.94
Florida,2020-04-05,12346.00,812.00,3.78
Florida,2020-04-06,13624.00,1278.00,5.95
Florida,2020-04-07,14745.00,1121.00,5.22
Florida,2020-04-08,15696.00,951.00,4.43
Florida,2020-04-09,16824.00,1128.00,5.25
Florida,2020-04-10,17966.00,1142.00,5.32
Florida,2020-04-11,18981.00,1015.00,4.73
Florida,2020-04-12,19856.00,875.00,4.07
Florida,2020-04-13,21017.00,1161.00,5.41
Florida,2020-04-14,21622.00,605.00,2.82
Florida,2020-04-15,22515.00,893.00,4.16
Florida,2020-04-16,23337.00,822.00,3.83
Florida,2020-04-17,24744.00,1407.00,6.55
Florida,2020-04-18,25488.00,744.00,3.46
Florida,2020-04-19,26309.00,821.00,3.82
Florida,2020-04-20,27053.00,744.00,3.46
Florida,2020-04-21,27864.00,811.00,3.78
Florida,2020-04-22,28576.00,712.00,3.32
Florida,2020-04-23,29647.00,1071.00,4.99
Florida,2020-04-24,30533.00,886.00,4.13
Florida,2020-04-25,30835.00,302.00,1.41
Florida,2020-04-26,31527.00,692.00,3.22
Florida,2020-04-27,32135.00,608.00,2.83
Florida,2020-04-28,32840.00,705.00,3.28
Florida,2020-04-29,33185.00,345.00,1.61
Florida,2020-04-30,33683.00,498.00,2.32
Florida,2020-05-01,34717.00,1034.00,4.81
Florida,2020-05-02,35451.00,734.00,3.42
Florida,2020-05-03,36066.00,615.00,2.86
Florida,2020-05-04,36880.00,814.00,3.79
Florida,2020-05-05,37412.00,532.00,2.48
Florida,2020-05-06,37970.00,558.00,2.60
Florida,2020-05-07,38795.00,825.00,3.84
Florida,2020-05-08,39163.00,368.00,1.71
Florida,2020-05-09,39949.00,786.00,3.66
Florida,2020-05-10,40543.00,594.00,2.77
Florida,2020-05-11,40929.00,386.00,1.80
Florida,2020-05-12,41827.00,898.00,4.18
Florida,2020-05-13,42312.00,485.00,2.26
Florida,2020-05-14,43133.00,821.00,3.82
Florida,2020-05-15,44056.00,923.00,4.30
Florida,2020-05-16,44731.00,675.00,3.14
Florida,2020-05-17,45506.00,775.00,3.61
Florida,2020-05-18,46357.00,851.00,3.96
Florida,2020-05-19,46861.00,504.00,2.35
Florida,2020-05-20,47390.00,529.00,2.46
Florida,2020-05-21,48589.00,1199.00,5.58
Florida,2020-05-22,49363.00,774.00,3.60
Florida,2020-05-23,50043.00,680.00,3.17
Florida,2020-05-24,50781.00,738.00,3.44
Florida,2020-05-25,51660.00,879.00,4.09
Florida,2020-05-26,52169.00,509.00,2.37
Florida,2020-05-27,52548.00,379.00,1.76
Florida,2020-05-28,53199.00,651.00,3.03
Florida,2020-05-29,54413.00,1214.00,5.65
Florida,2020-05-30,55337.00,924.00,4.30
Florida,2020-05-31,56077.00,740.00,3.45
Florida,2020-06-01,56744.00,667.00,3.11
Florida,2020-06-02,57360.00,616.00,2.87
Florida,2020-06-03,58673.00,1313.00,6.11
Florida,2020-06-04,60092.00,1419.00,6.61
Florida,2020-06-05,61392.00,1300.00,6.05
Florida,2020-06-06,62661.00,1269.00,5.91
Florida,2020-06-07,63837.00,1176.00,5.48
Florida,2020-06-08,64808.00,971.00,4.52
Florida,2020-06-09,65905.00,1097.00,5.11
Florida,2020-06-10,67274.00,1369.00,6.37
Florida,2020-06-11,68973.00,1699.00,7.91
Florida,2020-06-12,70870.00,1897.00,8.83
Florida,2020-06-13,73447.00,2577.00,12.00
Florida,2020-06-14,75464.00,2017.00,9.39
Florida,2020-06-15,77228.00,1764.00,8.21
Florida,2020-06-16,80011.00,2783.00,12.96
Florida,2020-06-17,82611.00,2600.00,12.11
Florida,2020-06-18,85816.00,3205.00,14.92
Florida,2020-06-19,89635.00,3819.00,17.78
Florida,2020-06-20,93680.00,4045.00,18.83
Florida,2020-06-21,97152.00,3472.00,16.17
Florida,2020-06-22,100087.00,2935.00,13.67
Florida,2020-06-23,103359.00,3272.00,15.23
Florida,2020-06-24,108884.00,5525.00,25.72
Florida,2020-06-25,113887.00,5003.00,23.29
Florida,2020-06-26,122819.00,8932.00,41.59
Florida,2020-06-27,132356.00,9537.00,44.40
Florida,2020-06-28,140929.00,8573.00,39.92
Florida,2020-06-29,146200.00,5271.00,24.54
Florida,2020-06-30,152277.00,6077.00,28.29
Florida,2020-07-01,158830.00,6553.00,30.51
Florida,2020-07-02,168934.00,10104.00,47.04
Florida,2020-07-03,178402.00,9468.00,44.08
Florida,2020-07-04,189851.00,11449.00,53.31
Florida,2020-07-05,199885.00,10034.00,46.72
Florida,2020-07-06,206217.00,6332.00,29.48
Florida,2020-07-07,213563.00,7346.00,34.20
Florida,2020-07-08,223532.00,9969.00,46.42
Florida,2020-07-09,232456.00,8924.00,41.55
Florida,2020-07-10,243880.00,11424.00,53.19
Georgia,2020-01-23,0.00,0.00,0.00
Georgia,2020-01-24,0.00,0.00,0.00
Georgia,2020-01-25,0.00,0.00,0.00
Georgia,2020-01-26,0.00,0.00,0.00
Georgia,2020-01-27,0.00,0.00,0.00
Georgia,2020-01-28,0.00,0.00,0.00
Georgia,2020-01-29,0.00,0.00,0.00
Georgia,2020-01-30,0.00,0.00,0.00
Georgia,2020-01-31,0.00,0.00,0.00
Georgia,2020-02-01,0.00,0.00,0.00
Georgia,2020-02-02,0.00,0.00,0.00
Georgia,2020-02-03,0.00,0.00,0.00
Georgia,2020-02-04,0.00,0.00,0.00
Georgia,2020-02-05,0.00,0.00,0.00
Georgia,2020-02-06,0.00,0.00,0.00
Georgia,2020-02-07,0.00,0.00,0.00
Georgia,2020-02-08,0.00,0.00,0.00
Georgia,2020-02-09,0.00,0.00,0.00
Georgia,2020-02-10,0.00,0.00,0.00
Georgia,2020-02-11,0.00,0.00,0.00
Georgia,2020-02-12,0.00,0.00,0.00
Georgia,2020-02-13,0.00,0.00,0.00
Georgia,2020-02-14,0.00,0.00,0.00
Georgia,2020-02-15,0.00,0.00,0.00
Georgia,2020-02-16,0.00,0.00,0.00
Georgia,2020-02-17,0.00,0.00,0.00
Georgia,2020-02-18,0.00,0.00,0.00
Georgia,2020-02-19,0.00,0.00,0.00
Georgia,2020-02-20,0.00,0.00,0.00
Georgia,2020-02-21,0.00,0.00,0.00
Georgia,2020-02-22,0.00,0.00,0.00
Georgia,2020-02-23,0.00,0.00,0.00
Georgia,2020-02-24,0.00,0.00,0.00
Georgia,2020-02-25,0.00,0.00,0.00
Georgia,2020-02-26,0.00,0.00,0.00
Georgia,2020-02-27,0.00,0.00,0.00
Georgia,2020-02-28,0.00,0.00,0.00
Georgia,2020-02-29,0.00,0.00,0.00
Georgia,2020-03-01,0.00,0.00,0.00
Georgia,2020-03-02,0.00,0.00,0.00
Georgia,2020-03-03,2.00,2.00,0.02
Georgia,2020-03-04,2.00,0.00,0.00
Georgia,2020-03-05,2.00,0.00,0.00
